Id,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice
1225,80,10482,8,1958,1958,0,588,145000
1226,60,14598,5,2007,2007,0,894,214000
1227,20,8872,8,1965,2008,0,912,147000
1228,120,8769,5,2008,2008,0,1702,367294
1229,80,7910,5,1960,1960,0,1075,127000
1230,90,18890,5,1977,1977,211,1361,190000
1231,90,7728,6,1962,1962,0,1106,132500
1232,90,9842,5,1962,1962,0,0,101800
1233,20,12160,5,1959,1959,0,1188,142000
1234,70,8525,6,1911,1950,0,940,130000
1235,70,13132,5,1914,1950,0,747,138887
1236,160,2628,5,2003,2003,0,764,175500
1237,60,12393,5,2004,2005,0,847,195000
1238,20,13072,5,2005,2005,0,1141,142500
1239,20,9037,5,2006,2006,0,1476,265900
1240,60,8158,5,2003,2003,0,884,224900
1241,20,9849,6,2007,2007,0,1689,248328
1242,85,10625,6,1974,1974,168,1053,170000
1243,20,13891,5,2006,2006,0,2076,465000
1244,70,11435,7,1929,1950,0,792,230000
1245,80,12090,7,1984,2003,0,585,178000
1246,60,8125,5,2005,2006,0,756,186500
1247,80,12328,5,1976,1976,0,1012,169900
1248,75,9600,5,1917,1950,0,735,129500
1249,20,7200,7,1950,1950,96,876,119000
1250,20,11160,5,1968,1968,0,2110,244000
1251,120,3136,5,2003,2003,0,1405,171750
1252,20,9858,6,1968,1968,0,864,130000
1253,60,17542,7,1974,2003,1031,1192,294000
1254,60,6931,5,2003,2004,0,746,165400
1255,50,6240,6,1931,1950,0,884,127500
1256,20,14303,5,1994,1994,0,1986,301500
1257,30,4060,8,1922,1950,0,864,99900
1258,80,9587,5,2005,2005,0,856,190000
1259,20,9750,8,1969,1969,438,1054,151000
1260,60,24682,5,1999,1999,0,841,181000
1261,20,9600,6,1956,1956,0,1050,128900
1262,50,11250,5,1957,1989,0,1104,161500
1263,70,13515,6,1919,1950,0,764,180500
1264,120,4060,5,1998,1999,0,1405,181000
1265,160,3735,5,1999,1999,0,691,183900
1266,190,10120,4,1910,1950,0,925,122000
1267,20,13214,5,2008,2009,0,2002,378500
1268,50,14100,9,1935,1997,0,728,381000
1269,50,11344,5,1958,1958,0,874,144000
1270,40,23595,6,1979,1979,0,1332,260000
1271,20,9156,7,1968,1968,0,1489,185750
1272,20,13526,6,1965,1965,375,935,137000
1273,80,11512,7,1959,2006,0,1019,177000
1274,50,5362,6,1910,2003,0,661,139000
1275,90,11345,5,1948,1950,0,928,137000
1276,60,12936,6,1972,1972,0,723,162000
1277,80,17871,5,1967,1976,0,1680,197900
1278,60,9473,5,2002,2002,0,1128,237000
1279,50,7500,4,1920,1950,0,698,68400
1280,20,9808,5,2002,2002,0,1573,227000
1281,20,8049,5,1990,1990,0,1309,180000
1282,20,8800,7,1977,2008,144,1040,150500
1283,90,9400,5,1971,1971,0,912,139000
1284,50,9638,7,1919,1990,0,804,169000
1285,50,6000,6,1939,1950,0,780,132500
1286,20,9790,5,1963,1963,81,1328,143000
1287,20,36500,5,1964,1964,0,1624,190000
1288,120,5664,5,2000,2000,0,1501,278000
1289,60,11065,5,2006,2006,0,1085,281000
1290,80,14112,7,1964,1964,0,1152,180500
1291,160,1680,7,1972,1972,0,630,119500
1292,70,6600,4,1892,1965,0,994,107500
1293,60,10140,5,1976,1976,0,832,162900
1294,20,8172,7,1955,1990,0,864,115000
1295,20,8400,5,1968,1968,0,1052,138500
1296,20,8700,6,1963,1963,0,1120,155000
1297,180,3675,5,2005,2006,0,547,140000
1298,60,63887,5,2008,2008,0,6110,160000
1299,20,7500,7,1959,1994,906,1246,154000
1300,60,10762,5,1999,1999,0,978,225000
1301,70,7500,7,1942,1950,0,771,177500
1302,60,10120,5,1994,1994,0,1165,290000
1303,20,8688,5,2005,2005,0,1616,232000
1304,160,3363,5,2004,2004,0,976,130000
1305,20,13173,5,2006,2007,0,1652,325000
1306,120,6955,5,2005,2006,0,1368,202500
1307,20,8072,5,1994,1995,0,990,138000
1308,20,12000,7,1948,2005,608,924,147000
1309,20,7153,5,1991,1991,0,1278,179200
1310,20,17500,8,1959,2002,0,1902,335000
1311,20,8814,5,2005,2007,0,1274,203000
1312,60,9572,5,1990,1990,0,1453,302000
1313,60,14774,5,1999,1999,0,1393,333168
1314,20,8190,6,1954,1954,0,948,119000
1315,60,11075,5,1969,1969,276,952,206900
1316,20,10226,5,2008,2008,0,1622,295493
1317,120,4230,5,2006,2007,0,1352,208900
1318,20,14781,5,2001,2002,0,1753,275000
1319,20,10215,5,1954,1954,0,864,111000
1320,20,8400,3,1957,1957,661,1478,156500
1321,20,6627,6,1949,1950,0,0,72500
1322,60,10186,5,1992,1992,0,750,190000
1323,30,5330,7,1940,1950,0,420,82500
1324,20,9986,5,2006,2007,0,1795,147000
1325,30,3636,4,1922,1950,0,796,55000
1326,30,4270,6,1931,2006,0,544,79000
1327,20,6600,9,1982,2008,0,816,130500
1328,50,10440,7,1920,1950,0,1510,256000
1329,60,9084,5,1998,1998,0,935,176500
1330,20,10000,5,2006,2006,0,1588,227000
1331,80,10780,5,1976,1976,0,911,132500
1332,20,8877,6,1938,1958,0,816,100000
1333,50,7200,6,1938,1995,0,803,125500
1334,160,2368,6,1970,1970,0,765,125000
1335,20,9650,5,1977,1977,0,1350,167900
1336,90,9246,5,1973,1973,0,1656,135000
1337,30,4118,4,1941,1950,0,693,52500
1338,60,13450,5,2002,2002,0,916,200000
1339,20,9560,7,1972,1972,0,864,128500
1340,20,8294,5,1971,1971,0,858,123000
1341,20,13695,5,2003,2004,0,1114,155000
1342,60,9375,5,2002,2002,0,1284,228500
1343,50,7558,6,1928,1950,0,896,177000
1344,60,11103,5,2006,2006,0,728,155835
1345,30,6000,4,1920,1950,0,960,108500
1346,20,20781,7,1968,2003,68,1568,262500
1347,20,15306,5,2006,2007,0,1732,283463
1348,20,16196,5,1998,1998,0,1482,215000
1349,70,5250,5,1872,1987,0,684,122000
1350,90,11643,5,1969,1969,0,1248,200000
1351,60,9247,6,1962,1962,0,858,171000
1352,50,6000,9,1937,2000,0,698,134900
1353,50,14720,5,1995,1996,0,2033,410000
1354,60,10316,5,2000,2000,0,992,235000
1355,80,10192,6,1968,1992,0,570,170000
1356,20,9477,5,1966,1966,0,864,110000
1357,20,12537,6,1971,2008,0,1078,149900
1358,160,2117,5,2000,2000,0,756,177500
1359,20,16737,5,2004,2005,0,1980,315000
1360,70,9842,6,1921,1998,0,612,189000
1361,20,16158,5,2005,2005,0,1530,260000
1362,50,12513,4,1920,2007,0,715,104900
1363,60,8499,5,2006,2007,0,616,156932
1364,160,3180,5,2005,2005,0,600,144152
1365,60,7500,5,2000,2000,0,814,216000
1366,60,9179,5,1999,1999,0,873,193000
1367,160,2665,6,1977,1977,173,757,127000
1368,120,4435,5,2003,2004,0,848,144000
1369,20,10635,5,2003,2003,972,1657,232000
1370,50,5400,6,1920,1950,105,840,105000
1371,80,9600,6,1955,1996,0,992,165500
1372,60,9750,6,1998,1998,0,1108,274300
1373,20,11400,5,2001,2002,0,2633,466500
1374,60,10625,5,2005,2005,0,1026,250000
1375,20,10991,5,2007,2007,0,1571,239000
1376,30,6292,5,1930,1950,0,768,91000
1377,50,10998,5,1941,1960,420,984,117000
1378,160,1953,5,1973,1973,0,483,83000
1379,80,9735,5,2006,2007,0,384,167500
1380,30,8212,3,1914,1950,0,864,58500
1381,20,12925,7,1970,1970,0,1205,237500
1382,70,7200,7,1920,1950,0,596,157000
1383,30,25339,7,1918,2007,0,816,112000
1384,50,9060,5,1939,1950,0,560,105000
1385,50,5436,8,1922,2007,0,796,125500
1386,60,16692,5,1978,1978,469,1392,250000
1387,50,8520,7,1916,1950,546,714,136000
1388,20,14892,5,2006,2007,0,1746,377500
1389,50,6000,6,1941,1950,0,735,131000
1390,20,9100,5,2000,2000,0,1525,235000
1391,90,8944,5,1967,1967,0,1584,124000
1392,85,7838,5,1967,1967,0,864,123000
1393,190,10800,7,1905,2000,0,482,163000
1394,120,4045,5,2006,2006,0,1356,246578
1395,60,12665,5,2005,2006,0,1094,281213
1396,20,57200,5,1948,1950,334,747,160000
1397,70,6120,8,1920,2004,0,939,137500
1398,50,7200,4,1950,1982,352,1208,138000
1399,50,6171,6,1925,1990,0,976,137450
1400,50,6000,7,1929,1950,0,862,120000
1401,60,7415,5,2004,2004,0,839,193000
1402,20,6762,5,2006,2006,0,1286,193879
1403,20,15256,5,2007,2007,0,1485,282922
1404,50,10410,4,1915,1950,0,672,105000
1405,120,3842,5,2004,2005,0,1594,275000
1406,85,8445,7,1972,2007,0,768,133000
1407,20,8780,5,1985,1985,0,833,112000
1408,70,7740,7,1910,1950,0,622,125500
1409,60,20544,6,1986,1991,0,791,215000
1410,60,12420,5,2001,2001,0,944,230000
1411,50,9600,8,1950,2005,0,856,140000
1412,90,7200,5,1949,1950,0,0,90000
1413,20,10994,5,2005,2006,0,1844,257000
1414,50,13053,7,1923,2000,0,833,207000
1415,120,3635,5,2007,2007,0,1386,175900
1416,190,11340,6,1885,1950,0,777,122500
1417,60,16545,5,1998,1998,0,1284,340000
1418,20,9204,5,1963,1963,872,1144,124000
1419,20,16381,5,1969,1969,0,1844,223000
1420,60,11700,6,1968,1968,0,708,179900
1421,120,4043,5,1977,1977,0,1069,127500
1422,120,4435,5,2003,2003,0,848,136500
1423,80,19690,7,1966,1966,0,697,274970
1424,20,9503,5,1958,1983,374,1024,144000
1425,20,10721,6,1959,1959,0,1252,142000
1426,60,10944,5,1994,1994,0,1223,271000
1427,50,10930,6,1945,1950,0,913,140000
1428,30,7200,7,1940,1992,0,788,119000
1429,20,12546,7,1981,1981,0,1440,182900
1430,60,21930,5,2005,2005,0,732,192140
1431,120,4928,6,1976,1976,0,958,143750
1432,30,10800,6,1927,2007,0,656,64500
1433,60,10261,5,2000,2000,0,936,186500
1434,20,17400,5,1977,1977,0,1126,160000
1435,20,8400,9,1962,2005,0,1319,174000
1436,20,9000,6,1971,1971,0,864,120500
1437,20,12444,5,2008,2008,0,1932,394617
1438,20,7407,7,1957,1996,0,912,149700
1439,60,11584,6,1979,1979,110,539,197000
1440,70,11526,7,1922,1994,0,588,191000
1441,120,4426,5,2004,2004,0,848,149300
1442,60,11003,5,2008,2008,0,1017,310000
1443,30,8854,6,1916,1950,0,952,121000
1444,20,8500,5,2004,2004,0,1422,179600
1445,85,8400,5,1966,1966,627,814,129000
1446,20,26142,7,1962,1962,0,1188,157900
1447,60,10000,5,1995,1996,0,1220,240000
1448,50,11767,7,1910,2000,0,560,112000
1449,180,1533,7,1970,1970,0,630,92000
1450,90,9000,5,1974,1974,0,896,136000
1451,20,9262,5,2008,2009,0,1573,287090
1452,180,3675,5,2005,2005,0,547,145000
1453,20,17217,5,2006,2006,0,1140,84500
1454,20,7500,5,2004,2005,0,1221,185000
1455,60,7917,5,1999,2000,0,953,175000
1456,20,13175,6,1978,1988,163,1542,210000
1457,70,9042,9,1941,2006,0,1152,266500
1458,20,9717,6,1950,1996,1029,1078,142125
1459,20,9937,6,1965,1965,290,1256,147500
